pid,locid,majorarea,hindex,name
827265,320.0,computerscience,19.0,Stephanie  Jones
827267,320.0,computerscience,3.0,Alexander  Nelson
827269,13862.0,computerscience,8.0,Yulai  Xie
827282,13862.0,computerscience,0.0,Dan  Feng
827380,384.0,computerscience,10.0,Purvi  Shah
827382,117.0,computerscience,32.0,James  Browne
827383,117.0,computerscience,7.0,Stephen  Hamilton
827391,117.0,computerscience,5.0,Xiaodan  Wang
827393,117.0,computerscience,3.0,Da  Zheng
827412,5832.0,computerscience,3.0,Robert J. Hall
827414,1809.0,computerscience,1.0,Zoltan  Jobbagy
828051,281.0,computerscience,13.0,Harko  Verhagen
828603,5832.0,computerscience,1.0,Shan  Jin
829061,32516.0,computerscience,2.0,Aditya  Lahiri
829105,1617.0,computerscience,52.0,Micheal  Whiting
829106,1617.0,computerscience,17.0,Kurt  Pickett
829132,1617.0,computerscience,21.0,Dana  Price
829137,1617.0,computerscience,4.0,Eric  Ford
829431,2004.0,computerscience,38.0,Alessandro  Sperduti
829477,1048.0,computerscience,12.0,Hantang  Qin
830535,38001.0,computerscience,2.0,Mansu  Kim
831860,462.0,computerscience,10.0,Daniel S. Weller
831862,312.0,computerscience,46.0,Vivek K. Goyal
831864,958.0,computerscience,101.0,Martin  Vetterli
831865,172.0,computerscience,9.0,Adam  Zelinski
831866,172.0,computerscience,1.0,John  Sun
831867,172.0,computerscience,2.0,Dongeek  Shin
831869,27.0,computerscience,5.0,Joshua  Rapp
831870,172.0,computerscience,11.0,Julius  Kusuma
831871,172.0,computerscience,12.0,Ahmed  Kirmani
831875,1.0,computerscience,18.0,Mohamed  Masmoudi
831883,958.0,computerscience,33.0,Pier Luigi Dragotti
832002,313.0,computerscience,1.0,John  Owens
832003,576.0,computerscience,46.0,Yaron  Lipman
832004,617.0,computerscience,5.0,David  Levin
832006,617.0,computerscience,54.0,Olga  Sorkine-Hornung
832031,362.0,computerscience,16.0,Kaixun  Hua
833105,238.0,computerscience,1.0,David Roy Hanson
833106,574.0,computerscience,18.0,Norman  Ramsey
833141,431.0,computerscience,8.0,Minjune  Kim
833142,431.0,computerscience,8.0,Chun Yong Moon
833226,1048.0,computerscience,16.0,Lawrence Hugh Landweber
833346,346.0,computerscience,5.0,Jiahua  Xu
833392,388.0,computerscience,33.0,David Jerome Kuck
833434,995.0,computerscience,8.0,Jessica  Tsui
833847,3495.0,computerscience,2.0,Baixi  Sun
834042,545.0,computerscience,2.0,Kimberly  Robinson
834046,545.0,computerscience,5.0,Benjamin  Gottesman
834048,545.0,computerscience,25.0,Deepak  Ray
834449,405.0,computerscience,10.0,X. Jessie Yang
834657,34786.0,computerscience,14.0,Hong-Ning  Dai
834661,1135.0,computerscience,2.0,Minglu  Li
834662,12094.0,computerscience,7.0,Yuehua  Ding
834663,12094.0,computerscience,13.0,Guihua  Wen
834664,34786.0,computerscience,13.0,Qiu  Wang
834665,34786.0,computerscience,6.0,Xuran  Li
834666,34786.0,computerscience,2.0,Junhao  Zhou
834670,34786.0,computerscience,4.0,Qubeijiang  Wang
834671,32033.0,computerscience,6.0,Hao  Wang
834672,14248.0,computerscience,8.0,Raymond Chi-Wing Wong
834673,34786.0,computerscience,2.0,Yalin  Liu
834675,34786.0,computerscience,1.0,Cai  Guo
834676,34786.0,computerscience,22.0,Jinghua  Yang
834677,34786.0,computerscience,4.0,Bishenghui  Tao
834678,34786.0,computerscience,8.0,Aolin  Che
834679,34786.0,computerscience,1.0,Chenmao  Lu
834680,34786.0,computerscience,5.0,Zhuorui  Zhang
834681,34786.0,computerscience,8.0,Nan  Jiang
834683,34786.0,computerscience,1.0,Ruian  Zhu
834684,34786.0,computerscience,3.0,Menghong  Guan
834686,34786.0,computerscience,7.0,Qi  Sun
834687,34786.0,computerscience,1.0,Qingyong  Wang
834689,34786.0,computerscience,17.0,Yuanyuan  Wang
835047,40.0,computerscience,14.0,Kathleen M. Jagodnik
835048,4885.0,computerscience,2.0,Sabrina J. Abram
835049,4189.0,computerscience,10.0,Dieter  Heinrich
835050,361.0,computerscience,8.0,Richard N. Smith
835917,39297.0,computerscience,13.0,Hasan Ali  Khattak
836203,25523.0,computerscience,14.0,Anaïs  Durand
836205,5498.0,computerscience,25.0,Michel  Habib
836206,3749.0,computerscience,0.0,Joffroy  Beauquier
836902,380.0,computerscience,6.0,Ronald  Wilson
836904,380.0,computerscience,1.0,Hangwei  Lu
836905,380.0,computerscience,1.0,Mengdi  Zhu
836906,537.0,computerscience,1.0,Tempestt J Neal
836910,380.0,computerscience,1.0,Anushka  Swarup
837341,1254.0,computerscience,14.0,Simron  Thapa
837681,54.0,computerscience,9.0,Adji Bousso Dieng
838515,362.0,computerscience,40.0,Giuseppe  Carenini
838549,172.0,computerscience,90.0,David  Karger
838550,172.0,computerscience,40.0,Robert C. Miller
838551,277.0,computerscience,5.0,Chinmay  Kulkarni
838552,277.0,computerscience,1.0,Joy  Kim
838554,277.0,computerscience,20.0,Justin  Cheng
838556,277.0,computerscience,5.0,Niloufar  Salehi
838559,277.0,computerscience,2.0,Amy X. Zhang
838901,995.0,computerscience,3.0,Ling  Liu
838944,473.0,computerscience,7.0,Hui  Hu
839904,277.0,computerscience,8.0,Sai  Zhang
840188,3473.0,computerscience,5.0,Yang  Zhang
840192,764.0,computerscience,2.0,Clair A Kronk
840193,9721.0,computerscience,13.0,Judith W Dexheimer
841400,721.0,computerscience,2.0,Daniel  Marshall
841403,515.0,computerscience,65.0,Robin  Milner
841957,24703.0,computerscience,39.0,Bart  De Moor
842433,23260.0,computerscience,6.0,Despoina  Antonakaki
843142,437.0,computerscience,10.0,Jesse  Thomason
843272,405.0,computerscience,2.0,Na  Du
843575,1954.0,computerscience,16.0,Galip  Aydin
843577,1954.0,computerscience,38.0,Beytullah  Yildiz
843578,5599.0,computerscience,5.0,Sangyoon  Oh
843580,1954.0,computerscience,22.0,Mehmet  Aktas
843863,3797.0,computerscience,38.0,Robert  Rand
844036,529.0,computerscience,1.0,Cristian  Martinez
845591,476.0,computerscience,8.0,Chang Hyun  Park
846274,3495.0,computerscience,9.0,Xinyu  Chen
846275,3495.0,computerscience,1.0,Boyuan  Zhang
846707,226.0,computerscience,3.0,Ryan S. Lane
846708,226.0,computerscience,7.0,Madeline J. Churchill
847481,416.0,computerscience,3.0,Diptorup  Deb
847579,405.0,computerscience,31.0,Lee J. White
847609,14563.0,computerscience,29.0,Ermeson  Andrade
847715,3901.0,computerscience,3.0,Ruhul  Amin
847863,1934.0,computerscience,20.0,Xiaonan  Wu
847864,1934.0,computerscience,4.0,Ting  Hu
847865,35667.0,computerscience,33.0,Andre  Leier
847866,1934.0,computerscience,3.0,Benjamin  Fowler
847869,35667.0,computerscience,52.0,Robert E. Keller
847870,35667.0,computerscience,8.0,Christian  Lasarczyk
847873,35667.0,computerscience,52.0,Christoph  Richter
847877,35667.0,computerscience,4.0,Jens  Niehaus
847879,35667.0,computerscience,28.0,Peter  Dittrich
847881,1934.0,computerscience,48.0,Simon  Harding
847891,1934.0,computerscience,1.0,Charles  Chilaka
847899,717.0,computerscience,32.0,Michael  Johnson
847900,717.0,computerscience,25.0,John  Potter
848385,11343.0,computerscience,44.0,Jae Woo Lee
849126,39081.0,computerscience,3.0,Bruno Iochins Grisci
849696,5537.0,computerscience,20.0,Robert AM. Gregson
849698,454.0,computerscience,8.0,Mark  Fox
849699,443.0,computerscience,12.0,Yinglong  Zhang
849700,126.0,computerscience,4.0,Cathy  Smith
849701,9093.0,computerscience,1.0,Dania  Bilal
850385,13337.0,computerscience,15.0,Erickson R. Nascimento
850386,13337.0,computerscience,31.0,Mario F. M. Campos
850719,376.0,computerscience,7.0,Derek  Aguiar
851802,7306.0,computerscience,2.0,James Ju Heon  Lee
852796,659.0,computerscience,4.0,Aiwen  Xu
852840,24370.0,computerscience,10.0,Mauricio  Solar
852844,602.0,computerscience,44.0,Heinrich  Scholz
853083,33793.0,computerscience,1.0,Niamh  McCombe
853084,33793.0,computerscience,3.0,Xuemei  Ding
853086,33793.0,computerscience,5.0,Magda  Bucholc
853087,41346.0,computerscience,0.0,Anthony  Lindsay
853612,1550.0,computerscience,18.0,Stephen Y. H. Su
853616,53.0,computerscience,10.0,Sheng  Feng
853617,53.0,computerscience,7.0,Sankaran  Menon
853782,4842.0,computerscience,1.0,Tam  Nguyen
854386,487.0,computerscience,17.0,Joseph  Wehrmeyer
854387,487.0,computerscience,5.0,Carl Alan Hall
854391,277.0,computerscience,6.0,Danfei  Xu
854516,5723.0,computerscience,28.0,Ignace  Lemahieu
854517,5723.0,computerscience,43.0,Wilfried  Philips
854519,172.0,computerscience,6.0,Boris  Katz
854521,4855.0,computerscience,31.0,Evgenii  Landis
854623,17766.0,computerscience,53.0,Andreas  Geiger
854627,454.0,computerscience,86.0,Raquel  Urtasun
854628,958.0,computerscience,93.0,Pascal  Fua
855602,5935.0,computerscience,11.0,Erick  Mendez
855611,9840.0,computerscience,25.0,Christian  Sandor
855711,2711.0,computerscience,9.0,Jay B Jordan
855878,443.0,computerscience,18.0,Sunny  Sanyal
855911,172.0,computerscience,17.0,Yifei  Li
856179,18063.0,computerscience,25.0,Rafael Dueire Lins
857304,462.0,computerscience,23.0,David  Evans
857308,462.0,computerscience,13.0,Weilin  Xu
860423,143.0,computerscience,2.0,Laura C. Maskeri
860489,218.0,computerscience,2.0,Denis M. Manelski
861482,454.0,computerscience,9.0,Cheng  Guo
862734,42525.0,computerscience,18.0,Alcino  Cunha
862735,42525.0,computerscience,7.0,Rogério  Pontes
862737,42525.0,computerscience,6.0,Rui  Oliveira
862739,42526.0,computerscience,13.0,Nuno  Macedo
862744,42525.0,computerscience,37.0,Francisco  Cruz
862753,42525.0,computerscience,2.0,Ana  Nunes
862761,42527.0,computerscience,10.0,André  Santos
863311,11403.0,computerscience,8.0,Sanghoon  Lee
865199,487.0,computerscience,7.0,David  Wang
865430,443.0,computerscience,14.0,Nilavra  Bhattacharya
869796,78.0,computerscience,4.0,Kornraphop  Kawintiranon
881180,1724.0,computerscience,8.0,Hua‐qiao  Wu
881182,40896.0,computerscience,24.0,Frederic  Magniez
881186,13874.0,computerscience,33.0,Liehuang  Zhu
881187,3141.0,computerscience,6.0,Mathew Shaji Kavalekalam
881215,7129.0,computerscience,15.0,Olabisis Emmanuel Falowo
881220,26166.0,computerscience,14.0,Patricia Takako Endo
881221,6458.0,computerscience,11.0,Lukas Dominique Fiederer
881257,8595.0,computerscience,28.0,Isaac  Woungang
881274,24413.0,computerscience,11.0,Hanjiang  Luo
881275,8633.0,computerscience,33.0,Hyundong  Shin
881281,35774.0,computerscience,15.0,Stefano  Valtolina
881286,33443.0,computerscience,12.0,Shahriar Baradaran Shokouhi
881287,509.0,computerscience,26.0,Hina  Tabassum
881390,357.0,computerscience,34.0,Remco R Bouckaert
881391,8793.0,computerscience,27.0,Reza  Hoseinnezhad
881405,3286.0,computerscience,45.0,Danny  Weyns
881409,6428.0,computerscience,29.0,George  Iosifidis
881410,8152.0,computerscience,23.0,Andreas  Herkersdorf
881413,40432.0,computerscience,24.0,Xiang-yong  Zeng
881415,10403.0,computerscience,30.0,Stefan  Kratsch
881416,1003.0,computerscience,52.0,Dik-lun Lun Lee
881419,1135.0,computerscience,9.0,Guanghui  He
881420,305.0,computerscience,12.0,Giakhanh Khanh Tran
881423,617.0,computerscience,35.0,Ramin Soltani Zamir
881424,34493.0,computerscience,37.0,Philippe  Gaborit
881425,335.0,computerscience,33.0,Miguel-angel Ángel Sicilia
881427,10448.0,computerscience,5.0,Borja Genovés Guzmán
881428,18632.0,computerscience,16.0,Ming-Der  Shieh
881434,19157.0,computerscience,20.0,Domenico  Bianculli
881435,10114.0,computerscience,33.0,Hsin-min  Wang
881436,26406.0,computerscience,45.0,Marco  Chiani
881438,32622.0,computerscience,17.0,Claudia  Diamantini
881440,23573.0,computerscience,21.0,Christoph  Helmberg
881442,4190.0,computerscience,29.0,Jaime Simão Sichman
881443,694.0,computerscience,35.0,Volker  Roth
881444,27434.0,computerscience,27.0,Roberto  Tagliaferri
881446,3968.0,computerscience,34.0,Georg  Dorffner
881448,354.0,computerscience,26.0,Thomas  Mensink
881450,5687.0,computerscience,62.0,Cyrill  Stachniss
881453,9946.0,computerscience,19.0,Zeeshan  Aziz
881455,28052.0,computerscience,20.0,Anke  Schmeink
881456,193.0,computerscience,34.0,Wanjiun J Liao
881469,2942.0,computerscience,21.0,Petar S Kormushev
881472,13767.0,computerscience,4.0,Zejun  Zuo
881475,3101.0,computerscience,26.0,Qingfeng Feng Zhuge
881476,34160.0,computerscience,17.0,Xiao-bin  Zhu
881477,38732.0,computerscience,19.0,Giacinto  Gelli
881478,160.0,computerscience,36.0,Gordon W Roberts
881480,8312.0,computerscience,22.0,Stephan F Sigg
881481,8147.0,computerscience,27.0,Paolo  Gasti
881482,18439.0,computerscience,11.0,Filip  Kulić
881485,1734.0,computerscience,34.0,Şahin Prof Albayrak
881486,1321.0,computerscience,17.0,Yuedong  Xu
881487,656.0,computerscience,22.0,Jing-bo  Zhu
881491,9766.0,computerscience,25.0,Gong-ping Ping Yang
881492,346.0,computerscience,43.0,Emiliano De Cristofaro
881493,18784.0,computerscience,25.0,Emmanuel  Pietriga
881494,363.0,computerscience,16.0,Svetlana N Yanushkevich
881496,9630.0,computerscience,15.0,Joaquim  Borges
881497,36512.0,computerscience,23.0,Tomohiro  Tanikawa
881500,7799.0,computerscience,14.0,Kostas  Magoutis
881505,174.0,computerscience,21.0,Christoph Norbert Bergmeir
881507,193.0,computerscience,23.0,Han-Pang Pang Huang
881515,1734.0,computerscience,54.0,Rolf  Niedermeier
881532,26906.0,computerscience,18.0,Xinchao  Zhao
881533,17647.0,computerscience,25.0,Enrico  Natalizio
881534,1996.0,computerscience,71.0,Fabio  Roli
881536,9484.0,computerscience,18.0,Vedrana Jurčević Podobnik
881537,33.0,computerscience,40.0,Yisong  Yue
881538,20555.0,computerscience,16.0,Tatiana  Kalganova
881541,778.0,computerscience,15.0,Shin’ichiro  Omachi
881542,38575.0,computerscience,39.0,Jason  Liebowitz
881544,10126.0,computerscience,16.0,Keman  Huang
881545,819.0,computerscience,21.0,Danilo  Gligoroski
881546,22800.0,computerscience,27.0,Yuanjie  Zheng
881547,125.0,computerscience,19.0,Yasue  Mitsukura
881552,20447.0,computerscience,7.0,Chandrajit  Pal
881553,2674.0,computerscience,44.0,Fabio  Massacci
881562,9945.0,computerscience,23.0,Marina  Papatriantafilou
881563,227.0,computerscience,20.0,Daisuke  Iwai
881566,34357.0,computerscience,9.0,You-tian  Du
881567,1460.0,computerscience,24.0,Yau-hwang  Kuo
881568,7523.0,computerscience,6.0,Ruitao  Feng
881570,8595.0,computerscience,16.0,Ahmed Shaharyar Khwaja
881571,36212.0,computerscience,22.0,Plácido Rogério Pinheiro
881573,25361.0,computerscience,18.0,Manish Narwaria Narwaria
881574,1887.0,computerscience,22.0,Takeshi  Ikenaga
881576,8808.0,computerscience,12.0,Mingzhe  Jiang
881577,9966.0,computerscience,9.0,Ihsan  Ullah
881579,4572.0,computerscience,8.0,Jing-xuan  Wei
881586,9737.0,computerscience,16.0,Haiyang Yang Ding
881588,9715.0,computerscience,31.0,Reyer  Zwiggelaar
881590,2674.0,computerscience,22.0,Enver  Sangineto
881591,194.0,computerscience,25.0,Peter m Corcoran
881592,11488.0,computerscience,15.0,Syed Zulqarnain Gilani
881595,9708.0,computerscience,44.0,Ding-Xuan X Zhou
881598,3141.0,computerscience,62.0,Preben Elgaard Mogensen
881599,10156.0,computerscience,21.0,Alfredo  Garro
881607,22618.0,computerscience,8.0,Kellyton dos Brito
881608,7523.0,computerscience,7.0,Chaoqun  Weng
881611,314.0,computerscience,36.0,Neil J Bershad
881620,4154.0,computerscience,37.0,Tolgam Mete Duman
881624,4928.0,computerscience,4.0,Maiya  Hori
881626,26406.0,computerscience,15.0,Martin Eugenio Omaña
881634,4572.0,computerscience,7.0,Wangmei  Guo
881718,8787.0,computerscience,13.0,Yu-liang  Yang
881719,27506.0,computerscience,6.0,Ivar  Austvoll
881720,618.0,computerscience,25.0,Emad  Alsusa
881723,2515.0,computerscience,44.0,Man Lung Yiu
881727,26906.0,computerscience,13.0,Xiu-quan  Qiao
881729,23314.0,computerscience,11.0,Ginalber Luiz Serra
881731,39588.0,computerscience,25.0,Jung-Chieh  Chen
881734,20306.0,computerscience,19.0,Laurent  Imbert
881736,24381.0,computerscience,13.0,Maryline  Chetto
881738,625.0,computerscience,26.0,David  Droeschel
881741,43325.0,computerscience,19.0,Marius  Kloetzer
881756,7960.0,computerscience,23.0,Stefania  Sardellitti
881768,8700.0,computerscience,18.0,Tufan  Kumbasar
881769,10126.0,computerscience,24.0,Zhiwu  Lu
881771,16550.0,computerscience,22.0,Miguel F Sepulcre
881773,26935.0,computerscience,12.0,Mais  Nijim
881776,8108.0,computerscience,20.0,Nikos  Deligiannis
881777,43104.0,computerscience,37.0,Lianyong  Qi*
881779,227.0,computerscience,30.0,Tadashi  Nakano
881780,10108.0,computerscience,24.0,Bang‐chul Chul Jung
881784,6910.0,computerscience,8.0,John Jacob Lipor
881785,10237.0,computerscience,29.0,Emiliano  Sisinni
881787,2161.0,computerscience,11.0,Hoda  Mohammadzade
881788,727.0,computerscience,17.0,Evan  Shelhamer
881789,3486.0,computerscience,23.0,Timo  Heister
881790,8793.0,computerscience,29.0,Lawrence  Cavedon
881791,161.0,computerscience,3.0,Ala  Shaabana
881792,9737.0,computerscience,5.0,Chang-lin  Chen
881796,22608.0,computerscience,12.0,Zhenyu  Wen
881800,7389.0,computerscience,37.0,Ioannis  Stamelos
881804,4156.0,computerscience,9.0,Mohammadhossein Hosein Moeinzadeh
881805,34184.0,computerscience,23.0,Yangsong  Zhang
881910,10403.0,computerscience,84.0,Christian  Theobalt
881913,346.0,computerscience,45.0,Georges  Pavlou
881914,617.0,computerscience,35.0,Hagit  Messer
881918,8167.0,computerscience,25.0,Qinggang  Meng
881921,6020.0,computerscience,47.0,Mauricio Figueiredo Gonçalves
881930,9394.0,computerscience,28.0,Stefano  Salsano
881933,2651.0,computerscience,17.0,Hou-jun Jun Wang
881934,38035.0,computerscience,10.0,Tali  Moreshet
881936,461.0,computerscience,39.0,Walter j Gutjahr
881939,431.0,computerscience,40.0,Dirk P Kroese
881940,39797.0,computerscience,16.0,Milan  Stojmenovic
881942,717.0,computerscience,41.0,Iain B Collings
881943,10773.0,computerscience,13.0,Yunjing  Liang
881944,2405.0,computerscience,27.0,Aditya  Johri
881945,36609.0,computerscience,8.0,Stanislaw R Deniziak
881949,23259.0,computerscience,15.0,Luigiaurelio  Pomante
881950,36376.0,computerscience,26.0,Dimitrios d Vergados
881951,1135.0,computerscience,4.0,Yihang  Huang
881954,9569.0,computerscience,19.0,Vikt́oria  Fodor
881955,11334.0,computerscience,11.0,Katarzyna  Wasielewska
881956,6791.0,computerscience,21.0,Manuel  Mucientes
881963,10765.0,computerscience,20.0,Alptek&idot;n  Küpçü
881964,1114.0,computerscience,46.0,Gunter  Saake
881967,13874.0,computerscience,14.0,Xiabing  Liu
881968,441.0,computerscience,33.0,Shih‐lung Lung Shaw
881971,7735.0,computerscience,23.0,Hiroyuki  Yomo
881976,28475.0,computerscience,9.0,Xiaoqiang Qiang Di
881980,778.0,computerscience,38.0,Hiroki  Nishiyama
881982,9989.0,computerscience,33.0,Ingo  Steinwart
881987,2004.0,computerscience,18.0,Fabio  Aiolli
881993,1663.0,computerscience,10.0,Vahid  Meghdadi
881996,8880.0,computerscience,27.0,Abderrahim  Benslimane
881997,6238.0,computerscience,26.0,Massimo  Ficco
881998,19439.0,computerscience,16.0,Angélica Castro Jiménez
882000,8201.0,computerscience,30.0,Angelika  Peer
882004,33868.0,computerscience,13.0,Sai  Ji
882008,18.0,computerscience,20.0,Ofer  Bergman
882011,727.0,computerscience,14.0,Ilan  Shomorony
882012,27444.0,computerscience,3.0,Arslan  Arif
882019,2128.0,computerscience,25.0,Alwen Fernanto Tiu
882022,11517.0,computerscience,15.0,Longyue  Wang
882024,2706.0,computerscience,10.0,Qiaoni  Han
882026,9766.0,computerscience,17.0,Fa-liang Liang Chang
882029,30624.0,computerscience,17.0,Chongcheng Cheng Chen
882036,4120.0,computerscience,20.0,Elias Z Tragos
882037,9702.0,computerscience,16.0,Mingqiang  Wei
882040,38162.0,computerscience,14.0,Antti  Kuusisto
882043,2739.0,computerscience,15.0,Michael  Sioutis
882066,27885.0,computerscience,29.0,Heitor Silverio Lopes
882067,353.0,computerscience,16.0,Tony Z Qiu
882076,28068.0,computerscience,7.0,Aresh  Dadlani
882080,19294.0,computerscience,22.0,Mohamed Fahmy Tolba
882083,3290.0,computerscience,20.0,Hing‐fung F Ting
882096,9891.0,computerscience,5.0,Kai-rui  Cao
882100,17711.0,computerscience,6.0,Seungho  Chae
882103,9569.0,computerscience,8.0,Fredrik  Asplund
882105,28507.0,computerscience,9.0,Chunzhi  Wang
882108,359.0,computerscience,23.0,Raphael  Sznitman
882110,1135.0,computerscience,37.0,Cewu  Lu
882111,2706.0,computerscience,5.0,Zhi-chun  Lei
882114,39713.0,computerscience,3.0,Zhixiong  Di
882122,26332.0,computerscience,18.0,Dingming  Wu
882123,317.0,computerscience,6.0,Ranjini Bangalore Guruprasad
882126,6137.0,computerscience,13.0,Niek  Tax
882138,11283.0,computerscience,5.0,Mao-sheng  Li
882154,27434.0,computerscience,13.0,Angelo  Gaeta
882181,6822.0,computerscience,19.0,Wen-chung Chung Kao
882198,784.0,computerscience,5.0,Chunjie  Cao
882199,4572.0,computerscience,21.0,Xiaoke  Ma
882209,6428.0,computerscience,46.0,Stephanie  Wehner
882212,40738.0,computerscience,19.0,Zeng-shan  Tian
882221,9442.0,computerscience,10.0,Zhi-dong Dong Shen
882226,32844.0,computerscience,10.0,Creto Augusto Vidal
882227,5723.0,computerscience,4.0,Bert  Abrath
882241,27993.0,computerscience,3.0,Naghmeh Sadat Moayedian
882242,39713.0,computerscience,10.0,Zhihong  Yao
882249,10414.0,computerscience,2.0,Sonia  Choudhary
882252,9989.0,computerscience,30.0,Michael  Pradel
882256,8880.0,computerscience,5.0,Ana Isabel Melro
882257,26730.0,computerscience,8.0,Mauricio  Sadinle
882259,6756.0,computerscience,10.0,Matías  Urbieta
882265,4384.0,computerscience,19.0,Mike  Kestemont
882273,28092.0,computerscience,5.0,De-jiao Jiao Niu
882274,12.0,computerscience,9.0,Suhas Anand Lohit
882286,25247.0,computerscience,12.0,Zhenni  Li
882293,679.0,computerscience,20.0,Juan Ramón Rabuñal
882302,8228.0,computerscience,17.0,Daniel  Axehill
882314,125.0,computerscience,5.0,Takurou  Yamaguchi
882315,9702.0,computerscience,3.0,Benzhou  Jin
882325,17139.0,computerscience,4.0,Infall  Syafalni
882340,515.0,computerscience,20.0,Srinjoy  Mitra
882342,15291.0,computerscience,15.0,Euiseong  Seo
882343,727.0,computerscience,5.0,Nikhil J Dhinagar
882344,18632.0,computerscience,12.0,Kuang-Wei  Cheng
882361,26906.0,computerscience,10.0,Xu-zhen  Zhu
882369,13874.0,computerscience,12.0,Huijun  Di
882412,39713.0,computerscience,16.0,Han-qing Cheng Cai
882415,1887.0,computerscience,8.0,Hakaru  Tamukoh
882434,13154.0,computerscience,9.0,Ali  Zarezade
882440,12.0,computerscience,3.0,Berkay  Kanberoglu
882445,9911.0,computerscience,5.0,Naeimeh  Omidvar
882458,43340.0,computerscience,10.0,Michal  Jancosek
882461,3473.0,computerscience,6.0,Xunchao  Chen
882464,14551.0,computerscience,13.0,Laurent  Oudre
882473,37798.0,computerscience,19.0,Janis  Osis
882480,659.0,computerscience,30.0,Mark P Schildhauer
882486,10083.0,computerscience,4.0,Pietro  Fezzardi
882489,11572.0,computerscience,10.0,Lazar V Saranovac
882490,37267.0,computerscience,15.0,Kil-to To Chong
882491,15303.0,computerscience,9.0,Alfonso  Iacovazzi
882494,28100.0,computerscience,4.0,Yongliang  Wu
882495,30459.0,computerscience,3.0,Erhua  Zhang
882511,1059.0,computerscience,15.0,Jaime  Zabalza
882516,10567.0,computerscience,17.0,Petr  Sojka
882532,26906.0,computerscience,7.0,Hong-liang  Liang
882533,15805.0,computerscience,8.0,Alexander  Carôt
882546,16211.0,computerscience,6.0,Chengjian  Liu
882557,39086.0,computerscience,18.0,Cristina L Abad
882559,26906.0,computerscience,10.0,Shou-shan Shan Luo
882568,40.0,computerscience,22.0,Ming-Chun  Huang
882598,3117.0,computerscience,10.0,Vasileios  Tenentes
882601,1922.0,computerscience,21.0,Urška  Demšar
882606,10251.0,computerscience,11.0,Zhechen  Zhu
882608,33207.0,computerscience,8.0,Jamal  Alsakran
882609,34464.0,computerscience,35.0,Barbara  Plank
882610,37468.0,computerscience,4.0,Michael B Sporer
882611,5529.0,computerscience,15.0,Bashir Iqbal Morshed
882616,2092.0,computerscience,10.0,Maria  Chli
882654,38162.0,computerscience,22.0,Vitaly A Petrov
882664,3685.0,computerscience,19.0,Eiman  Kanjo
882668,476.0,computerscience,4.0,Christos  Sakalis
882669,43273.0,computerscience,3.0,Mochamad  Asri
882671,37267.0,computerscience,18.0,Joon-whoan  Lee
882679,315.0,computerscience,9.0,Saptadeep  Pal
882684,4552.0,computerscience,19.0,Baptiste  Caramiaux
882686,10694.0,computerscience,26.0,Angelos J Amditis
882690,419.0,computerscience,8.0,Maria  Glenski
882698,39713.0,computerscience,5.0,Zhaoquan  Yuan
882701,3236.0,computerscience,18.0,Kenji Dainippon Sugimoto
882703,21088.0,computerscience,14.0,Hong-song  Zhu
882710,3000.0,computerscience,10.0,Bojana  Mirkovic
882712,13862.0,computerscience,5.0,Hailiang  Ye
882716,21073.0,computerscience,10.0,Kasper  Welbers
882732,9394.0,computerscience,13.0,Antonio  Iovanella
882734,16200.0,computerscience,17.0,Zulaiha Ali Othman
882777,10303.0,computerscience,6.0,Tomoaki  Tatsukawa
882780,27072.0,computerscience,9.0,Nam-hwan  Kim
882792,1583.0,computerscience,6.0,Shufan  Yang
882799,4572.0,computerscience,14.0,Chunna  Tian
882805,17678.0,computerscience,9.0,Bryan  Donyanavard
882814,35402.0,computerscience,12.0,Rudolf  Kadlec
882830,8280.0,computerscience,27.0,Samiran  Chatterjee
882839,2777.0,computerscience,19.0,Rodolfo Wanderson Coutinho
882856,995.0,computerscience,16.0,Amirhosein  Yazdanbakhsh
882858,31952.0,computerscience,11.0,Walter O Krawec
882875,432.0,computerscience,15.0,Yuhao  Zhu
882902,11283.0,computerscience,6.0,Long-xiang  Chen
882908,1135.0,computerscience,4.0,Xinpeng  Liu
882912,1724.0,computerscience,5.0,Zhang-qing  Zhu
882914,7523.0,computerscience,8.0,Leibin  Ni
882937,9698.0,computerscience,12.0,Marta g Araújo
882946,8312.0,computerscience,7.0,Enrico  Roverato
882961,9748.0,computerscience,8.0,Matevz  Pustišek
882968,4572.0,computerscience,4.0,Benyuan  Yang
882974,10694.0,computerscience,6.0,Konstantinos  Maragos
882977,8225.0,computerscience,9.0,Ali  Jalooli
882983,5245.0,computerscience,8.0,Serap  Kırbız
882995,25529.0,computerscience,5.0,Yu-Min  Fang
883117,19862.0,computerscience,10.0,Jean Marcelo Simão
883118,37861.0,computerscience,13.0,Radosław  Michalski
883120,16468.0,computerscience,24.0,Keith Thomas Phalp
883123,2406.0,computerscience,10.0,Vivienne  Waller
883132,25523.0,computerscience,39.0,Laurent  Doyen
883133,26906.0,computerscience,8.0,Jinpeng  Chen
883134,1370.0,computerscience,24.0,Ilker  Hamzaoglu
883138,8312.0,computerscience,27.0,Jukka  Suomela
883140,346.0,computerscience,24.0,Emmanuel  Letier
883141,618.0,computerscience,13.0,Alexis  Boukouvalas
883142,231.0,computerscience,38.0,Bing-li l Jiao
