grantid,pid,BUDGET_START
1931307,187301,7/1/2013
1931307,419431,7/1/2013
1931307,422936,7/1/2013
1931307,427846,7/1/2013
1931307,428402,7/1/2013
1931307,429131,7/1/2013
1931307,432677,7/1/2013
1931307,754242,7/1/2013
1931307,790524,7/1/2013
1931341,439615,2/1/2013
1931345,416520,12/1/2012
1931345,421861,12/1/2012
1931387,179145,5/1/2013
1931387,433839,5/1/2013
1931445,428767,7/1/2015
1931448,482954,4/1/2013
1931573,179088,8/13/2013
1931661,545577,1/1/2013
1931863,679029,4/1/2013
1931944,416409,5/1/2013
1931944,430250,5/1/2013
1932024,438260,5/1/2013
1932152,527281,5/1/2013
1932240,236,3/1/2013
1932272,425157,9/30/2013
1932318,425155,3/1/2013
1932400,423042,7/1/2013
1932742,581296,4/10/2013
1932859,433255,4/1/2013
1932869,419901,12/1/2012
1932869,668589,12/1/2012
1932869,881731,12/1/2012
1933071,416928,8/1/2013
1933071,419056,8/1/2013
1933071,434587,8/1/2013
1933071,457923,8/1/2013
1933157,412645,6/1/2013
1933157,423558,6/1/2013
1933157,423805,6/1/2013
1933157,428004,6/1/2013
1933157,691017,6/1/2013
1933224,427219,2/1/2013
1933230,184836,5/1/2013
1933230,425696,5/1/2013
1933230,434575,5/1/2013
1933230,458105,5/1/2013
1933230,606961,5/1/2013
1933241,182289,3/7/2013
1933241,545173,3/7/2013
1933241,884940,3/7/2013
1933288,582167,6/1/2013
1933294,418429,8/7/2013
1933294,425006,8/7/2013
1933294,426608,8/7/2013
1933294,430709,8/7/2013
1933294,449837,8/7/2013
1933294,825234,8/7/2013
1933396,184433,7/1/2013
1933430,416274,5/1/2013
1933440,451986,5/1/2013
1933770,421582,10/1/2012
1933770,422274,10/1/2012
1933770,802851,10/1/2012
1933770,849699,10/1/2012
1933784,431935,7/1/2013
1933793,419693,7/2/2013
1933793,421348,7/2/2013
1933793,422928,7/2/2013
1933930,444907,7/1/2013
1933930,459427,7/1/2013
1933955,416928,3/1/2013
1933955,419056,3/1/2013
1933955,434587,3/1/2013
1933955,457923,3/1/2013
1934084,185018,2/1/2013
1934084,488035,2/1/2013
1934143,185806,9/1/2013
1934176,115507,4/18/2013
1934176,419026,4/18/2013
1934176,434261,4/18/2013
1934180,733480,8/1/2013
1934299,168331,9/1/2013
1934392,435178,6/1/2013
1934410,187219,7/1/2013
1934410,441881,7/1/2013
1934410,453431,7/1/2013
1934457,462223,5/8/2013
1934475,417386,5/20/2013
1934475,434138,5/20/2013
1934475,451935,5/20/2013
1934488,449691,7/1/2013
1934513,182357,5/1/2013
1934548,188270,9/1/2013
1934579,421258,10/1/2010
1934587,419413,4/1/2013
1934587,421250,4/1/2013
1934587,425879,4/1/2013
1934587,888913,4/1/2013
1934746,463790,7/1/2013
1934775,825230,7/1/2013
1934800,168347,6/1/2013
1934829,397510,8/1/2013
1934830,183352,1/1/2013
1934830,183444,1/1/2013
1934890,667140,4/1/2013
1934890,718220,4/1/2013
1934953,115507,6/1/2013
1934959,449818,4/1/2013
1935017,98816,5/1/2013
1935017,173206,5/1/2013
1935017,412727,5/1/2013
1935017,421416,5/1/2013
1935017,428659,5/1/2013
1935017,430790,5/1/2013
1935017,434373,5/1/2013
1935017,608870,5/1/2013
1935017,647935,5/1/2013
1935017,690418,5/1/2013
1935102,430391,9/1/2013
1935151,427990,4/1/2013
1935185,422403,8/1/2013
1935185,428440,8/1/2013
1935222,115507,7/1/2013
1935351,115507,9/4/2013
1935351,426856,9/4/2013
1935606,422658,8/1/2013
1935606,429237,8/1/2013
1935606,463209,8/1/2013
1935646,508931,7/1/2013
1935777,411802,7/2/2013
1935781,429980,9/1/2013
1935788,115507,9/1/2013
1935851,840188,8/1/2013
1935851,881805,8/1/2013
1935922,179066,4/1/2013
1935922,882242,4/1/2013
1935932,417194,6/1/2013
1935965,585439,5/1/2013
1936042,422658,1/1/2013
1936042,429237,1/1/2013
1936042,463209,1/1/2013
1936050,418565,5/1/2013
1936050,434517,5/1/2013
1936050,482581,5/1/2013
1936050,621905,5/1/2013
1936089,178930,5/1/2013
1936089,426503,5/1/2013
1936089,668302,5/1/2013
1936110,418720,1/1/2013
1936183,430148,4/1/2013
1936217,178728,7/1/2013
1936224,717655,8/1/2013
1936361,180203,4/1/2013
1936373,478007,8/1/2013
1936410,185018,7/1/2013
1936410,488035,7/1/2013
1936441,428767,7/1/2013
1936585,412558,10/1/2012
1936585,456871,10/1/2012
1936591,436492,9/30/2013
1936635,419827,2/1/2013
1936706,421379,5/1/2013
1936795,557389,8/1/2013
1936827,419831,4/1/2013
1936880,423723,9/1/2013
1936918,425695,1/1/2013
1936923,182370,4/1/2013
1936923,186062,4/1/2013
1936923,444661,4/1/2013
1936923,883133,4/1/2013
1936924,428053,7/1/2013
1936924,430164,7/1/2013
1936949,418236,9/1/2013
1936973,422414,8/1/2013
1936973,428805,8/1/2013
1936995,460483,4/1/2013
1937003,411991,2/1/2013
1937130,614215,5/1/2013
1937147,179088,8/13/2013
1937184,424047,3/1/2013
1937210,813274,1/1/2013
1937254,183432,9/1/2013
1937254,435602,9/1/2013
1937384,430877,7/1/2013
1937589,412645,7/1/2013
1937589,423558,7/1/2013
1937589,423805,7/1/2013
1937589,428004,7/1/2013
1937589,691017,7/1/2013
1937672,456806,9/1/2013
1937750,180529,8/1/2013
1937772,189214,7/1/2013
1937772,426357,7/1/2013
1937772,427937,7/1/2013
1937772,483672,7/1/2013
1937772,617570,7/1/2013
1937785,423695,4/1/2013
1937836,180207,6/1/2013
1938147,93391,1/9/2012
1938179,582167,9/1/2013
1938270,766871,3/1/2013
1938338,185018,7/1/2013
1938338,488035,7/1/2013
1938340,421108,9/1/2013
1938405,461715,9/1/2013
1938453,191753,9/1/2013
1938453,421965,9/1/2013
1938453,436354,9/1/2013
1938453,457845,9/1/2013
1938453,645224,9/1/2013
1938593,412644,6/1/2013
1938626,444332,9/30/2013
1938735,188268,4/1/2013
1938756,354012,6/1/2013
1938756,423523,6/1/2013
1938756,427611,6/1/2013
1938906,463031,3/1/2013
1938962,180529,9/1/2013
1939050,456806,9/1/2013
1939156,857304,11/1/2012
1939211,524754,9/1/2013
1939217,419120,6/1/2013
1939307,411802,7/2/2013
1939346,851802,4/1/2013
1939365,428137,3/1/2013
1939365,584430,3/1/2013
1939389,429136,12/1/2012
1939405,183432,8/1/2013
1939405,435602,8/1/2013
1939518,187261,6/15/2013
1939518,419613,6/15/2013
1939518,430041,6/15/2013
1939518,440263,6/15/2013
1939518,787259,6/15/2013
1939601,182427,8/1/2013
1939602,442253,9/1/2013
1939642,428999,7/1/2013
1939642,439393,7/1/2013
1939661,185486,4/1/2013
1939686,419827,9/30/2013
1939725,417091,8/1/2013
1939771,429870,8/1/2013
1939886,449949,1/15/2013
1939903,667140,1/1/2013
1939903,718220,1/1/2013
1939912,739124,8/1/2013
1939961,550611,8/1/2013
1940021,724129,9/1/2013
1940093,675362,7/1/2013
1940231,438806,4/1/2013
1940231,447152,4/1/2013
1940231,691016,4/1/2013
1940235,173213,12/1/2012
1940361,427318,4/1/2013
1940361,457919,4/1/2013
1940361,531079,4/1/2013
1940362,115507,3/1/2013
1940386,191753,8/1/2013
1940386,421965,8/1/2013
1940386,436354,8/1/2013
1940386,457845,8/1/2013
1940386,645224,8/1/2013
1940405,237486,7/1/2013
1940482,582167,7/1/2013
1940580,182412,7/1/2013
1940654,851802,7/1/2013
1940673,419497,6/1/2013
1940686,421166,3/1/2013
1940700,416217,9/26/2013
1940708,178740,3/21/2013
1940728,411802,7/2/2013
1940847,456806,9/1/2013
1941093,413215,9/1/2013
1941184,434223,1/14/2014
1941232,115507,6/1/2013
1941238,419093,9/1/2013
1941252,432842,3/1/2013
1941299,425695,3/1/2013
1941317,717655,1/1/2013
1941355,191786,9/1/2013
1941575,180529,7/1/2013
1941618,825234,7/1/2013
1941643,881568,4/1/2013
1941786,418206,9/1/2013
1941786,450931,9/1/2013
1941786,463095,9/1/2013
1941822,184840,9/1/2013
1941914,354012,8/1/2013
1941914,418720,8/1/2013
1941914,423523,8/1/2013
1941914,427611,8/1/2013
1941914,432266,8/1/2013
1941914,571427,8/1/2013
1941964,482934,6/1/2013
1941973,557389,8/7/2013
1941994,411843,8/1/2013
1942000,616615,3/1/2013
1942044,689085,7/1/2013
1942072,441883,8/1/2013
1942074,181172,7/1/2013
1942169,667846,9/30/2012
1942236,115507,6/1/2013
1942355,419774,4/1/2013
1942355,517781,4/1/2013
1942509,183339,6/1/2013
1942509,185480,6/1/2013
1942509,189212,6/1/2013
1942509,418250,6/1/2013
1942509,433840,6/1/2013
1942509,433916,6/1/2013
1942509,436235,6/1/2013
1942509,451906,6/1/2013
1942509,846274,6/1/2013
1942542,865199,7/1/2013
1942683,420159,6/1/2013
1942683,427743,6/1/2013
1942687,115512,7/1/2013
1942687,422742,7/1/2013
1942758,427219,2/1/2013
1942832,479270,5/1/2013
1942875,438260,5/1/2013
1942931,184475,6/1/2013
1942935,477858,3/1/2013
1942958,429310,8/1/2013
1943058,419093,8/1/2013
1943142,434060,9/1/2013
1943175,183432,9/1/2013
1943175,435602,9/1/2013
1943177,419053,8/1/2013
1943177,423509,8/1/2013
1943177,425418,8/1/2013
1943177,439264,8/1/2013
1943251,418565,2/1/2013
1943251,434517,2/1/2013
1943251,482581,2/1/2013
1943251,621905,2/1/2013
1943253,427663,7/1/2013
1943260,816370,5/1/2013
1943286,421687,9/1/2013
1943286,423085,9/1/2013
1943286,427095,9/1/2013
1943286,468333,9/1/2013
1943306,168025,9/1/2013
1943312,426974,5/10/2013
1943342,571592,1/1/2013
1943373,93391,6/1/2013
1943386,441020,7/1/2013
1943416,679392,2/1/2013
1943501,524754,8/1/2013
1943532,184836,9/1/2013
1943532,425696,9/1/2013
1943532,434575,9/1/2013
1943532,458105,9/1/2013
1943532,606961,9/1/2013
1943534,740878,5/1/2013
1943670,740878,1/1/2013
1943688,184433,7/1/2013
1943733,189149,6/1/2013
1943795,739124,4/1/2013
1943829,436248,6/1/2013
1943839,417868,4/1/2012
1943839,419610,4/1/2012
1943839,421105,4/1/2012
1943839,428441,4/1/2012
1943839,432692,4/1/2012
1943839,679391,4/1/2012
1943839,738198,4/1/2012
1943839,810744,4/1/2012
1943839,863311,4/1/2012
1943927,230105,4/1/2013
1943927,421898,4/1/2013
1943927,434572,4/1/2013
1943927,735027,4/1/2013
1943927,887745,4/1/2013
1943976,574380,9/1/2013
1944011,433225,4/11/2013
1944030,449927,9/1/2013
1944137,181600,7/1/2013
1944156,435822,6/1/2013
1944237,427990,9/1/2013
1944351,481524,7/1/2013
1944452,412748,9/15/2013
1944544,812074,7/1/2013
1944600,433812,7/1/2013
1944600,439555,7/1/2013
1944600,667915,7/1/2013
1944600,668296,7/1/2013
1944647,417655,9/1/2013
1944704,419901,8/1/2013
1944704,668589,8/1/2013
1944704,881731,8/1/2013
1944708,173222,5/1/2013
1944755,426977,8/1/2013
1944808,717655,3/1/2013
1944816,188270,7/1/2013
1944846,426069,6/15/2013
1944846,426254,6/15/2013
1944846,431913,6/15/2013
1944846,445525,6/15/2013
1944846,446892,6/15/2013
1944846,479391,6/15/2013
1944854,660,9/1/2013
1944862,423057,8/15/2013
1944862,434176,8/15/2013
1944862,445571,8/15/2013
1944890,452118,6/1/2013
1944937,183339,9/1/2013
1944937,185480,9/1/2013
1944937,189212,9/1/2013
1944937,418250,9/1/2013
1944937,433840,9/1/2013
1944937,433916,9/1/2013
1944937,436235,9/1/2013
1944937,451906,9/1/2013
1944937,846274,9/1/2013
1944972,618970,4/15/2013
1944989,426384,12/1/2013
1944989,436404,12/1/2013
1944996,832004,7/1/2013
1945069,435971,8/1/2013
1945313,882181,4/1/2013
1945342,429899,9/1/2013
1945343,730720,12/1/2012
1945352,185018,7/1/2013
1945352,488035,7/1/2013
1945369,416928,4/1/2013
1945369,419056,4/1/2013
1945369,433270,4/1/2013
1945369,434587,4/1/2013
1945369,457923,4/1/2013
1945378,432406,12/1/2012
1945421,411802,7/2/2013
1945550,179088,8/1/2013
1945664,421026,7/1/2013
1945682,431984,3/1/2013
1945855,191786,4/1/2013
1945874,173213,9/18/2013
1945920,237486,4/1/2014
1945941,717655,8/1/2013
1945996,675362,8/1/2013
1946124,421379,5/1/2013
1946139,185486,5/1/2013
1946200,426384,6/1/2013
1946200,436404,6/1/2013
1946206,184496,4/1/2013
1946211,416904,7/1/2013
1946246,431956,6/1/2013
1946251,670136,2/1/2013
1946268,422612,4/1/2013
1946338,667140,5/1/2013
1946338,718220,5/1/2013
1946349,416928,5/1/2013
1946349,419056,5/1/2013
1946349,434587,5/1/2013
1946349,457923,5/1/2013
1946361,182427,6/1/2013
1946373,185080,7/1/2013
1946373,419529,7/1/2013
1946450,835050,9/1/2013
1946470,435971,4/1/2013
1946558,461771,8/2/2013
1946655,430848,6/1/2013
1946823,421527,6/21/2013
1946823,439560,6/21/2013
1946823,461452,6/21/2013
1946867,427952,8/5/2013
1946867,441539,8/5/2013
1946867,478015,8/5/2013
1946868,426231,7/1/2013
1946868,426871,7/1/2013
1946868,427337,7/1/2013
1946868,645009,7/1/2013
1946916,421026,6/1/2013
1946927,187261,6/1/2013
1946927,419613,6/1/2013
1946927,430041,6/1/2013
1946927,440263,6/1/2013
1946927,787259,6/1/2013
1946963,706399,7/1/2013
1946993,422612,4/1/2013
1947064,96761,5/1/2013
1947082,184231,12/13/2012
1947106,179145,8/1/2013
1947106,433839,8/1/2013
1947133,182331,7/1/2013
1947133,461453,7/1/2013
1947170,420638,6/1/2013
1947170,426288,6/1/2013
1947187,739991,9/30/2013
1947283,425803,5/1/2013
1947562,417782,9/1/2013
1947612,115507,5/24/2013
1947707,115507,2/1/2013
1947765,717655,8/1/2013
1947816,430742,5/1/2013
1947962,418515,8/1/2013
1947977,813274,8/1/2013
1948204,689085,3/1/2013
1948402,582167,5/1/2013
1948497,724129,9/30/2013
1948504,412645,4/1/2013
1948504,423558,4/1/2013
1948504,423805,4/1/2013
1948504,428004,4/1/2013
1948504,691017,4/1/2013
1948509,773086,8/3/2013
1948543,428743,5/1/2013
1948614,415765,7/1/2013
1948693,412999,5/1/2013
1948709,588664,6/1/2013
1948801,834687,1/1/2013
1948957,438260,7/1/2012
1949100,184503,3/1/2013
1949133,183352,12/1/2012
1949133,183444,12/1/2012
1949161,849699,8/1/2013
1949223,423241,12/1/2012
1949223,827269,12/1/2012
1949276,610764,8/1/2013
1949381,419081,2/1/2013
1949381,421108,2/1/2013
1949398,427219,12/1/2012
1949404,417274,4/1/2013
1949421,188270,3/1/2013
1949442,115507,5/1/2013
1949444,423695,7/15/2013
1949677,417653,9/30/2013
1949699,203824,10/1/2012
1949770,431923,8/1/2013
1949784,93391,1/9/2012
1949809,675362,7/1/2013
1949869,67945,9/1/2013
1949881,115507,7/1/2013
1949918,411802,7/2/2013
1950001,427663,9/1/2013
1950145,189291,8/1/2013
1950148,835050,3/1/2013
1950171,424047,12/1/2012
1950198,178735,7/1/2013
1950241,188270,3/1/2013
1950355,543214,4/1/2013
1950417,477843,12/2/2012
1950464,413229,9/30/2013
1950480,418065,6/1/2013
1950558,430277,1/1/2013
1950558,431946,1/1/2013
1950558,435299,1/1/2013
1950558,882546,1/1/2013
1950790,181172,5/1/2013
1950791,184505,5/1/2013
1950812,412881,9/1/2013
1950913,897,9/1/2013
1950935,129338,8/1/2013
1951009,431984,7/1/2013
1951016,418193,8/1/2013
1951016,429292,8/1/2013
1951016,446371,8/1/2013
1951016,834687,8/1/2013
1951075,419053,7/1/2013
1951075,423509,7/1/2013
1951075,425418,7/1/2013
1951075,439264,7/1/2013
1951217,115507,6/1/2013
1951217,426856,6/1/2013
1951264,428138,3/1/2013
1951441,426977,6/1/2013
1951479,432406,7/1/2013
1951514,423207,5/1/2013
1951514,446039,5/1/2013
1951553,769791,8/1/2013
1952002,679029,5/1/2013
1952076,428138,8/1/2013
1952088,431935,7/1/2013
1952090,658157,5/1/2013
1952091,422996,7/1/2013
1952309,419681,4/8/2013
1952411,412660,5/1/2013
1952432,93391,1/9/2012
1952468,460515,4/1/2013
1952498,419093,3/1/2013
1952511,416409,7/1/2013
1952511,430250,7/1/2013
1952697,645008,2/1/2013
1952763,451906,4/1/2013
1952956,459386,4/1/2013
1953013,182206,4/1/2013
1953193,430657,7/1/2013
1953230,416497,5/1/2013
1953327,423574,5/15/2013
1953359,439615,1/1/2013
1953419,689085,4/1/2013
1953449,182370,6/1/2013
1953449,186062,6/1/2013
1953449,444661,6/1/2013
1953449,883133,6/1/2013
1953474,416496,4/1/2013
1953532,182340,8/1/2013
1953532,422754,8/1/2013
1953532,435357,8/1/2013
1953625,436305,9/30/2012
1953642,445531,7/1/2013
1953642,449980,7/1/2013
1953794,420848,6/1/2013
1954049,420090,1/1/2013
1954049,445012,1/1/2013
1954050,183352,3/1/2013
1954050,183444,3/1/2013
1954064,835050,4/12/2013
1954090,411829,7/1/2013
1954157,419960,8/9/2013
1954157,431985,8/9/2013
1954157,438282,8/9/2013
1954157,441746,8/9/2013
1954177,419081,5/1/2013
1954177,421108,5/1/2013
1954220,432318,3/1/2013
1954220,458270,3/1/2013
1954270,419093,3/1/2013
1954296,115507,7/1/2013
1954353,237486,9/30/2013
1954359,539781,9/26/2013
1954394,436391,6/1/2013
1954426,660,9/26/2013
1954470,176496,7/1/2013
1954479,425594,9/1/2013
1954502,451994,9/30/2013
1954637,419801,3/8/2013
1954747,412645,7/1/2013
1954747,423558,7/1/2013
1954747,423805,7/1/2013
1954747,428004,7/1/2013
1954747,691017,7/1/2013
1954762,183352,9/23/2013
1954762,183444,9/23/2013
1954849,411802,7/2/2013
1954869,179122,6/1/2013
1954996,416928,7/1/2013
1954996,419056,7/1/2013
1954996,433270,7/1/2013
1954996,434587,7/1/2013
1954996,457923,7/1/2013
1955038,727479,6/1/2013
1955091,460496,7/1/2013
1955247,422310,6/1/2013
1955267,884220,9/30/2013
1955398,834687,8/1/2013
1955415,800695,5/1/2013
1955515,574380,5/1/2013
1955560,613115,7/1/2013
1955598,426974,4/15/2013
1955602,834687,12/1/2012
1955630,582167,9/1/2013
1955708,788449,7/1/2013
1955735,816369,1/1/2013
1955791,460609,8/15/2013
1955825,113476,9/1/2013
1955872,187261,5/1/2013
1955872,419613,5/1/2013
1955872,430041,5/1/2013
1955872,440263,5/1/2013
1955872,787259,5/1/2013
1955897,421106,9/1/2013
1955985,428668,4/10/2013
1955998,427219,2/1/2013
1956111,115507,5/20/2013
1956118,417231,9/1/2013
1956118,596810,9/1/2013
1956118,840188,9/1/2013
1956118,881805,9/1/2013
1956168,429982,1/1/2013
1956234,884585,7/1/2013
1956264,421247,9/17/2013
1956264,456753,9/17/2013
1956264,831867,9/17/2013
1956264,884135,9/17/2013
1956291,438224,9/1/2013
1956346,191786,7/15/2013
1956385,432842,3/1/2013
1956414,96761,1/1/2013
1956432,430877,2/1/2013
1956462,432428,7/1/2013
1956462,483579,7/1/2013
1956530,115507,3/1/2013
1956659,421106,7/1/2013
1956698,459068,4/1/2013
1956817,182202,4/1/2013
1956817,189284,4/1/2013
1956817,419026,4/1/2013
1956817,422702,4/1/2013
1956817,426856,4/1/2013
1956817,434261,4/1/2013
1956830,550611,8/1/2013
1956832,182202,9/1/2013
1956832,189284,9/1/2013
1956832,419026,9/1/2013
1956832,422702,9/1/2013
1956832,426856,9/1/2013
1956832,434261,9/1/2013
1956864,419398,7/1/2013
1956864,425698,7/1/2013
1956949,427952,8/1/2013
1956949,441539,8/1/2013
1956949,478015,8/1/2013
1956955,187301,9/1/2013
1956955,419431,9/1/2013
1956955,422936,9/1/2013
1956955,427846,9/1/2013
1956955,428402,9/1/2013
1956955,429131,9/1/2013
1956955,432677,9/1/2013
1956955,754242,9/1/2013
1956955,790524,9/1/2013
1956981,447120,8/1/2013
1956981,451553,8/1/2013
1956981,670243,8/1/2013
1957041,419542,9/1/2013
1957041,427425,9/1/2013
1957090,115507,1/1/2013
1957095,430746,4/25/2014
1957126,420090,2/1/2013
1957126,445012,2/1/2013
1957158,115507,9/30/2013
1957321,184836,7/1/2013
1957321,425696,7/1/2013
1957321,434575,7/1/2013
1957321,458105,7/1/2013
1957321,606961,7/1/2013
1957340,412660,9/1/2013
1957360,739991,4/5/2013
1957496,463790,6/1/2013
1957626,430639,4/1/2013
1957673,433338,7/1/2013
1957673,458485,7/1/2013
1957673,483664,7/1/2013
1957674,180529,2/1/2013
1957730,427398,8/1/2013
1957730,456881,8/1/2013
1957783,93391,4/1/2013
1957898,667140,9/1/2013
1957898,718220,9/1/2013
1958012,187219,8/1/2013
1958012,441881,8/1/2013
1958012,453431,8/1/2013
1958081,889191,7/1/2013
1958100,524754,3/1/2013
1958103,478006,9/1/2013
1958146,420984,1/1/2013
1958146,447120,1/1/2013
1958146,451553,1/1/2013
1958146,670243,1/1/2013
1958216,416409,9/1/2013
1958216,421912,9/1/2013
1958216,430250,9/1/2013
1958216,521038,9/1/2013
1958216,670092,9/1/2013
1958289,429131,4/1/2013
1958380,412999,12/1/2012
1958456,419348,5/10/2013
1958456,435859,5/10/2013
1958504,438260,5/1/2013
1958591,477843,4/1/2013
1958676,419093,8/1/2013
1958692,424047,9/1/2013
1958769,430877,2/1/2013
1958790,182215,8/1/2013
1958910,675362,9/1/2013
1959018,419315,4/1/2013
1959071,449691,8/1/2013
1959078,647936,5/1/2013
1959080,168347,9/30/2013
1959229,585439,6/1/2013
1959244,176496,9/1/2013
1959246,419081,3/1/2013
1959246,421108,3/1/2013
1959307,582167,5/1/2013
1959401,417231,8/1/2013
1959401,596810,8/1/2013
1959401,840188,8/1/2013
1959401,881805,8/1/2013
1959475,706407,12/1/2012
1959522,185806,9/1/2013
1959557,432028,7/5/2013
1959570,411802,7/2/2013
1959579,430277,7/3/2013
1959579,431946,7/3/2013
1959579,435299,7/3/2013
1959579,882546,7/3/2013
1959583,428137,8/1/2013
1959583,584430,8/1/2013
1959656,421698,4/1/2013
1959656,434258,4/1/2013
1959898,430148,8/1/2013
1959945,182446,4/1/2013
1959945,417780,4/1/2013
1960038,183445,5/1/2013
1960038,422772,5/1/2013
1960038,426686,5/1/2013
1960063,183339,9/20/2013
1960063,185480,9/20/2013
1960063,189212,9/20/2013
1960063,418250,9/20/2013
1960063,433840,9/20/2013
1960063,433916,9/20/2013
1960063,436235,9/20/2013
1960063,451906,9/20/2013
1960063,846274,9/20/2013
1960142,881491,2/1/2013
1960157,433225,8/19/2013
1960290,185080,9/19/2013
1960290,419529,9/19/2013
1960638,418565,7/1/2013
1960638,434517,7/1/2013
1960638,482581,7/1/2013
1960638,621905,7/1/2013
1960731,115507,7/15/2013
1960731,418759,7/15/2013
1960754,173145,4/5/2013
1960792,456793,9/23/2013
1960796,423723,9/1/2013
1960829,430746,5/1/2013
1960894,429333,12/1/2012
1960922,412999,9/30/2013
1960949,430848,8/15/2013
1961011,411829,4/1/2013
1961018,67945,6/1/2013
1961142,440545,8/30/2013
1961219,16072,7/1/2013
1961346,739124,4/1/2013
1961435,444947,8/12/2013
1961513,419693,5/1/2013
1961513,421348,5/1/2013
1961513,422928,5/1/2013
1961538,430148,6/1/2013
1961603,75075,8/1/2013
1961603,100670,8/1/2013
1961609,427590,5/1/2013
1961609,433339,5/1/2013
1961609,728342,5/1/2013
1961609,790526,5/1/2013
1961645,188270,3/1/2013
1961720,416217,8/1/2013
1961735,419120,10/1/2012
1962002,182370,6/1/2013
1962002,186062,6/1/2013
1962002,444661,6/1/2013
1962002,883133,6/1/2013
1962013,425695,3/1/2013
1962068,865199,2/1/2013
1962075,766871,2/1/2013
1962078,449924,7/1/2013
1962129,459386,3/1/2013
1962161,463790,3/1/2013
1962191,184929,8/1/2013
1962215,427334,7/1/2013
1962290,191753,1/1/2013
1962296,539781,1/1/2013
1962325,419081,8/1/2013
1962325,421108,8/1/2013
1962414,115507,4/27/2013
1962441,427333,9/1/2013
1962482,613115,7/1/2013
1962553,115507,8/1/2013
1962640,182446,12/1/2012
1962640,417780,12/1/2012
1962724,187238,5/1/2013
1962771,419053,5/17/2013
1962771,423509,5/17/2013
1962771,425418,5/17/2013
1962771,439264,5/17/2013
1962820,679029,8/1/2013
1962854,184916,12/1/2012
1962854,187238,12/1/2012
1962946,433225,4/1/2013
1962975,660,4/1/2013
1963014,187301,8/1/2013
1963014,419431,8/1/2013
1963014,422936,8/1/2013
1963014,427846,8/1/2013
1963014,428402,8/1/2013
1963014,429131,8/1/2013
1963014,432677,8/1/2013
1963014,754242,8/1/2013
1963014,790524,8/1/2013
1963130,421978,3/25/2013
1963130,484230,3/25/2013
1963130,722555,3/25/2013
1963298,739991,3/1/2013
1963380,188270,2/1/2013
1963423,449732,9/1/2013
1963536,178728,3/1/2013
1963679,446039,5/13/2013
1963710,420090,3/1/2013
1963710,445012,3/1/2013
1963792,419497,8/1/2013
1963792,461910,8/1/2013
1963792,644997,8/1/2013
1963843,433812,4/1/2013
1963843,439555,4/1/2013
1963843,667915,4/1/2013
1963843,668296,4/1/2013
1963865,115527,4/1/2013
1963865,421842,4/1/2013
1963865,441794,4/1/2013
1963865,503306,4/1/2013
1963963,427952,8/1/2013
1963963,441539,8/1/2013
1963963,478015,8/1/2013
1964015,483423,1/1/2013
1964015,528377,1/1/2013
1964286,115507,9/15/2013
1964432,189291,9/2/2013
1964570,416928,9/1/2013
1964570,419056,9/1/2013
1964570,434587,9/1/2013
1964570,457923,9/1/2013
1964606,189214,9/1/2013
1964606,426357,9/1/2013
1964606,427937,9/1/2013
1964606,483672,9/1/2013
1964606,617570,9/1/2013
1964621,446206,4/1/2013
1964621,478781,4/1/2013
1964692,451560,5/6/2013
1964692,460575,5/6/2013
1964692,461906,5/6/2013
1964725,451758,4/1/2013
1964729,887791,7/1/2013
1964739,418429,9/15/2013
1964739,426608,9/15/2013
1964794,427334,9/30/2013
1964820,456753,8/1/2013
1964822,417868,7/1/2013
1964822,419610,7/1/2013
1964822,421105,7/1/2013
1964822,428441,7/1/2013
1964822,432692,7/1/2013
1964822,679391,7/1/2013
1964822,738198,7/1/2013
1964822,810744,7/1/2013
1964822,863311,7/1/2013
1964824,412632,9/5/2013
1964910,185806,7/1/2013
1964913,675362,7/15/2013
1964938,438260,1/1/2013
1964941,191753,5/1/2013
1964941,421965,5/1/2013
1964941,431935,5/1/2013
1964941,436354,5/1/2013
1964941,457845,5/1/2013
1964941,645224,5/1/2013
1964953,433916,8/1/2013
1964974,421270,9/20/2013
1965031,427398,4/1/2013
1965031,456881,4/1/2013
1965082,813275,4/1/2013
1965122,460550,8/1/2013
1965192,432406,4/1/2013
1965222,865199,3/1/2013
1965274,185806,8/1/2013
1965301,616615,9/18/2013
1965329,430877,2/1/2013
1965371,618970,6/1/2013
1965388,451560,12/1/2012
1965388,461906,12/1/2012
1965564,177235,4/1/2013
1965708,429899,8/1/2013
1965717,706399,7/1/2013
1965719,739124,12/1/2012
1965767,187238,7/1/2013
1965867,93391,1/9/2012
1965897,441881,7/1/2013
1965916,513198,2/1/2013
1965917,179088,8/13/2013
1965923,884362,9/1/2013
1965968,178728,7/1/2013
1966083,182449,5/1/2013
1966124,444332,9/30/2013
1966171,426194,7/1/2013
1966215,430647,7/1/2013
1966228,431984,8/19/2013
1966258,185486,9/1/2013
1966445,180203,7/1/2013
1966513,182289,4/1/2013
1966513,427477,4/1/2013
1966513,545173,4/1/2013
1966513,884940,4/1/2013
1966567,857304,2/1/2013
1966580,422658,3/1/2013
1966580,429237,3/1/2013
1966580,463209,3/1/2013
1966615,418559,7/1/2013
1966623,426708,2/1/2013
1966623,426710,2/1/2013
1966623,434744,2/1/2013
1966623,447002,2/1/2013
1966675,115507,6/1/2013
1966696,416556,4/1/2013
1966696,735052,4/1/2013
1966699,419093,2/1/2013
