grantid,pid,BUDGET_START
213748,427960,04/01/1989
213748,462278,04/01/1989
213774,422251,09/01/1988
214038,582167,01/01/1989
214077,463790,04/01/1989
214184,115507,01/01/1989
214184,442422,01/01/1989
214238,449831,12/01/1988
214311,857304,12/01/1988
214312,857304,07/01/1989
214391,181600,04/01/1989
214468,857304,12/01/1988
214473,739124,12/01/1988
214627,416217,08/01/1989
214821,419929,04/01/1989
214821,423543,04/01/1989
214821,426133,04/01/1989
214881,686944,12/01/1988
215003,582167,03/01/1989
215102,178767,05/01/1989
215300,182351,02/01/1989
215335,184219,02/01/1989
215514,667140,07/01/1989
215514,718220,07/01/1989
215613,477858,09/01/1989
215928,421026,07/01/1989
216084,430877,07/01/1989
216089,706399,06/01/1989
216221,417655,04/01/1989
216255,432272,09/01/1989
216415,230105,09/01/1989
216415,421898,09/01/1989
216415,434572,09/01/1989
216415,735027,09/01/1989
216415,887745,09/01/1989
216536,430766,07/01/1989
216578,176496,09/01/1989
216578,427960,09/01/1989
216578,462278,09/01/1989
216638,463031,07/01/1989
216647,463031,04/01/1989
216775,184240,07/01/1989
217151,416635,08/01/1989
217232,98825,09/01/1989
217296,178713,07/01/1989
217366,421250,09/01/1989
217401,182427,07/01/1989
217424,421250,12/01/1988
217434,423274,04/01/1989
217714,422876,09/01/1989
217717,412802,12/01/1988
217787,420226,03/01/1989
217790,187280,09/30/1989
217790,436145,09/30/1989
217790,438496,09/30/1989
217907,460483,07/01/1989
218050,411829,01/01/1989
218092,419354,04/01/1989
218092,421979,04/01/1989
218092,425733,04/01/1989
218166,463031,05/01/1989
218281,420061,01/01/1989
218328,236,09/01/1989
218338,411829,12/01/1988
218365,181610,07/15/1990
218470,463031,07/01/1989
218547,181172,07/01/1989
218556,706407,02/01/1989
218613,203824,02/01/1989
218630,420226,12/01/1988
218669,421861,09/30/1989
218893,168025,06/01/1989
219003,675369,02/01/1989
219270,679028,12/01/1988
219271,411792,12/01/1988
219317,463031,12/01/1988
219450,421861,07/01/1989
219523,519965,09/30/1989
219538,430283,09/30/1989
219579,543047,04/01/1989
219586,739125,09/30/1989
219600,543047,04/01/1989
219606,233809,09/01/1989
219622,642550,08/01/1989
219890,530175,08/01/1989
219905,822203,05/01/1989
219911,739124,01/01/1989
220084,739124,09/01/1989
220307,183352,02/01/1989
220307,183444,02/01/1989
220350,463031,01/01/1989
220580,810462,07/15/1989
220712,115512,09/01/1989
220783,851802,01/01/1989
221022,412797,04/01/1989
221022,422087,04/01/1989
221022,423187,04/01/1989
221022,423682,04/01/1989
221022,430162,04/01/1989
221022,489173,04/01/1989
221276,184907,01/01/1989
221277,670136,07/01/1989
221385,679028,12/01/1988
221396,686944,12/01/1988
221702,178970,02/01/1989
221708,739124,07/01/1989
221859,183352,02/01/1989
221859,183444,02/01/1989
221862,420656,07/01/1989
222002,431984,03/01/1989
222237,183378,06/01/1989
222320,449803,05/01/1989
222394,430746,09/01/1989
222408,418716,09/30/1989
222485,685307,06/01/1989
222485,687449,06/01/1989
222682,463790,07/01/1989
222845,183352,04/01/1989
222845,183444,04/01/1989
222958,477894,09/30/1989
223282,203827,06/01/1989
223289,667140,07/01/1989
223289,718220,07/01/1989
223290,667140,09/30/1989
223290,718220,09/30/1989
223319,183352,08/01/1989
223319,183444,08/01/1989
223659,503304,08/01/1989
223730,178763,09/01/1989
223744,533272,12/01/1988
223981,735059,05/01/1989
223987,431943,09/01/1989
224033,416520,06/01/1989
224033,421861,06/01/1989
224334,183341,07/01/1989
224739,431984,12/01/1988
224833,582167,08/01/1989
224988,411734,08/01/1989
225383,753923,07/01/1989
225515,189298,09/01/1989
225680,435929,06/01/1989
225803,430606,12/01/1988
225843,230105,09/30/1989
225843,421898,09/30/1989
225843,434572,09/30/1989
225843,735027,09/30/1989
225843,887745,09/30/1989
226226,182427,05/01/1989
226266,95365,08/01/1989
226266,739127,08/01/1989
226382,230105,06/01/1989
226382,421898,06/01/1989
226382,434572,06/01/1989
226382,735027,06/01/1989
226382,887745,06/01/1989
226398,667140,08/15/1989
226398,718220,08/15/1989
226474,736054,04/01/1989
226482,419693,12/15/1988
226482,421348,12/15/1988
226482,422928,12/15/1988
226495,419321,09/01/1989
226495,645008,09/01/1989
226507,419321,09/01/1989
226507,645008,09/01/1989
226564,667140,07/05/1989
226564,718220,07/05/1989
226631,422742,09/30/1989
226639,176496,08/01/1989
226787,736054,12/31/1988
226813,419321,09/30/1988
226813,645008,09/30/1988
227016,456769,03/01/1989
227238,739124,03/01/1989
227242,184240,03/01/1989
227274,543047,03/01/1989
227485,430245,09/28/1989
227485,478037,09/28/1989
229515,706351,04/01/1989
229914,184240,04/01/1989
230576,706407,04/01/1989
231038,419929,05/24/1989
231038,423543,05/24/1989
231038,426133,05/24/1989
231093,412555,07/06/1989
231155,183352,09/15/1989
231155,183444,09/15/1989
231167,183352,09/15/1989
231167,183444,09/15/1989
231298,431943,06/01/1989
231420,706407,07/15/1989
231553,706351,06/19/1989
231637,233809,09/01/1989
231851,459386,07/01/1989
231958,477920,07/01/1989
231958,557379,07/01/1989
231964,543047,07/01/1989
232055,418512,09/01/1989
232183,739124,09/01/1989
232184,181172,09/30/1989
232197,423275,07/01/1989
232217,621904,07/21/1989
232256,753923,07/01/1989
232271,881507,07/01/1989
232280,835050,07/01/1989
232318,706399,06/01/1989
232369,188255,07/01/1989
232449,115488,07/10/1989
232539,191786,01/01/1989
232863,115512,07/01/1989
232934,189146,09/27/1989
233035,413140,07/01/1989
233224,411734,07/01/1989
233248,543047,09/01/1989
233515,191773,07/01/1989
233515,736547,07/01/1989
233626,423419,05/01/1989
233830,739124,03/01/1988
233831,739124,07/01/1989
233832,739124,03/01/1989
234212,411734,06/01/1989
234812,571592,06/01/1989
234921,183352,05/01/1989
234921,183444,05/01/1989
234922,427990,06/01/1989
235081,483,10/01/1989
236149,189149,07/01/1990
236584,825230,07/01/1990
236605,706407,07/01/1990
236622,825230,07/01/1989
236623,825230,07/01/1990
236631,539168,07/01/1990
236673,416313,07/01/1990
236682,444287,07/01/1990
236821,421304,09/01/1990
236845,440344,09/01/1990
236910,184262,07/01/1990
236977,782218,09/01/1990
237006,425839,10/01/1990
237317,706407,09/01/1990
237523,417785,09/01/1990
237523,418119,09/01/1990
237523,419419,09/01/1990
237523,461324,09/01/1990
237523,509318,09/01/1990
238319,182496,10/01/1990
238358,773086,04/01/1990
238487,421166,08/08/1990
238535,613115,11/01/1989
239055,180203,03/01/1990
239056,462264,03/01/1990
239096,425968,03/20/1990
239170,426974,07/01/1990
239170,539772,07/01/1990
239325,457850,09/23/1990
239486,425404,03/01/1991
239593,688091,09/28/1990
239726,180538,03/01/1990
239733,588669,06/01/1990
239889,851802,10/01/1990
239908,416425,12/01/1989
239932,761816,06/29/1990
239959,441549,07/10/1990
239997,191773,08/01/1990
239997,736547,08/01/1990
240108,851802,01/01/1990
240169,168025,09/01/1990
240218,444284,04/01/1990
240483,477858,09/01/1990
240598,183352,08/01/1990
240598,183444,08/01/1990
241044,739124,04/01/1990
241131,434223,09/01/1990
241221,419531,09/01/1990
241693,427637,07/01/1990
241703,191766,12/01/1989
241703,444391,12/01/1989
241703,460991,12/01/1989
241776,478050,10/01/1990
241776,550992,10/01/1990
241778,416440,10/01/1990
241779,463031,10/01/1990
241780,440592,10/01/1990
241783,444360,10/01/1990
241783,533282,10/01/1990
241784,444360,10/01/1990
241784,533282,10/01/1990
241793,440603,10/01/1990
241796,416297,10/01/1990
241796,422336,10/01/1990
241796,449825,10/01/1990
241796,576226,10/01/1990
241796,576229,10/01/1990
241800,181594,10/01/1990
241801,420452,10/01/1990
241801,422822,10/01/1990
241801,481635,10/01/1990
241801,609618,10/01/1990
241801,679028,10/01/1990
241801,727479,10/01/1990
241805,441564,10/01/1990
241805,456769,10/01/1990
241805,558169,10/01/1990
241806,412629,10/01/1990
241806,423275,10/01/1990
241806,429042,10/01/1990
241812,95365,10/01/1990
241812,180195,10/01/1990
241812,412816,10/01/1990
241812,423723,10/01/1990
241812,425081,10/01/1990
241812,433042,10/01/1990
241812,439597,10/01/1990
241812,449826,10/01/1990
241812,485094,10/01/1990
241812,490621,10/01/1990
241812,519941,10/01/1990
241812,667139,10/01/1990
241812,686944,10/01/1990
241814,416601,10/01/1990
241814,419389,10/01/1990
241814,479413,10/01/1990
241820,610327,10/01/1990
241821,412971,10/01/1990
241821,459316,10/01/1990
241824,689031,10/01/1990
241825,180585,10/01/1990
241825,182609,10/01/1990
241825,184473,10/01/1990
241825,184545,10/01/1990
241825,440352,10/01/1990
241825,552946,10/01/1990
241825,602498,10/01/1990
241829,184530,10/01/1990
241829,411786,10/01/1990
241829,411891,10/01/1990
241829,426158,10/01/1990
241829,433872,10/01/1990
241834,183352,10/01/1990
241834,183444,10/01/1990
241834,184428,10/01/1990
241834,186072,10/01/1990
241834,251301,10/01/1990
241834,413140,10/01/1990
241834,415650,10/01/1990
241834,419321,10/01/1990
241834,419698,10/01/1990
241834,433435,10/01/1990
241834,439615,10/01/1990
241834,559323,10/01/1990
241834,645008,10/01/1990
241834,727480,10/01/1990
241839,184446,10/01/1990
241839,425474,10/01/1990
241839,613193,10/01/1990
241840,429127,10/01/1990
241840,430373,10/01/1990
241840,477974,10/01/1990
241843,180206,10/01/1990
241843,237493,10/01/1990
241843,435063,10/01/1990
241843,439308,10/01/1990
241843,574306,10/01/1990
241843,616611,10/01/1990
241844,417034,10/01/1990
241844,487295,10/01/1990
241844,519927,10/01/1990
241845,184530,10/01/1990
241845,411786,10/01/1990
241845,411891,10/01/1990
241845,426158,10/01/1990
241845,433872,10/01/1990
241847,412738,10/01/1990
241847,416284,10/01/1990
241852,183352,10/01/1990
241852,183444,10/01/1990
241852,184428,10/01/1990
241852,186072,10/01/1990
241852,251301,10/01/1990
241852,413140,10/01/1990
241852,415650,10/01/1990
241852,419321,10/01/1990
241852,419698,10/01/1990
241852,433435,10/01/1990
241852,439615,10/01/1990
241852,559323,10/01/1990
241852,645008,10/01/1990
241852,727480,10/01/1990
241853,182377,10/01/1990
241853,184218,10/01/1990
241853,415685,10/01/1990
241854,441564,10/01/1990
241854,456769,10/01/1990
241854,558169,10/01/1990
241858,115482,10/01/1990
241858,115487,10/01/1990
241858,178908,10/01/1990
241858,178952,10/01/1990
241858,179145,10/01/1990
241858,179183,10/01/1990
241858,182209,10/01/1990
241858,182272,10/01/1990
241858,182279,10/01/1990
241858,182298,10/01/1990
241858,182299,10/01/1990
241858,182337,10/01/1990
241858,182585,10/01/1990
241858,182587,10/01/1990
241858,184933,10/01/1990
241858,189149,10/01/1990
241858,189185,10/01/1990
241858,251305,10/01/1990
241858,412557,10/01/1990
241858,412792,10/01/1990
241858,412897,10/01/1990
241858,415911,10/01/1990
241858,416366,10/01/1990
241858,416633,10/01/1990
241858,416913,10/01/1990
241858,417390,10/01/1990
241858,417868,10/01/1990
241858,418191,10/01/1990
241858,418206,10/01/1990
241858,418429,10/01/1990
241858,418573,10/01/1990
241858,418708,10/01/1990
241858,418718,10/01/1990
241858,418813,10/01/1990
241858,419095,10/01/1990
241858,419610,10/01/1990
241858,419943,10/01/1990
241858,420397,10/01/1990
241858,420399,10/01/1990
241858,420848,10/01/1990
241858,421105,10/01/1990
241858,421550,10/01/1990
241858,421700,10/01/1990
241858,422355,10/01/1990
241858,422403,10/01/1990
241858,422663,10/01/1990
241858,422672,10/01/1990
241858,422925,10/01/1990
241858,423264,10/01/1990
241858,423914,10/01/1990
241858,425006,10/01/1990
241858,425014,10/01/1990
241858,425326,10/01/1990
241858,426419,10/01/1990
241858,426608,10/01/1990
241858,426642,10/01/1990
241858,426721,10/01/1990
241858,426759,10/01/1990
241858,427093,10/01/1990
241858,427930,10/01/1990
241858,428262,10/01/1990
241858,428440,10/01/1990
241858,428441,10/01/1990
241858,428452,10/01/1990
241858,428688,10/01/1990
241858,429059,10/01/1990
241858,430026,10/01/1990
241858,430035,10/01/1990
241858,430606,10/01/1990
241858,430709,10/01/1990
241858,430877,10/01/1990
241858,432425,10/01/1990
241858,432692,10/01/1990
241858,432700,10/01/1990
241858,432809,10/01/1990
241858,432976,10/01/1990
241858,433812,10/01/1990
241858,433839,10/01/1990
241858,433889,10/01/1990
241858,436115,10/01/1990
241858,436303,10/01/1990
241858,436531,10/01/1990
241858,436543,10/01/1990
241858,439555,10/01/1990
241858,439903,10/01/1990
241858,440600,10/01/1990
241858,440607,10/01/1990
241858,442253,10/01/1990
241858,442768,10/01/1990
241858,443155,10/01/1990
241858,446028,10/01/1990
241858,449837,10/01/1990
241858,449948,10/01/1990
241858,450931,10/01/1990
241858,456783,10/01/1990
241858,456854,10/01/1990
241858,457068,10/01/1990
241858,458460,10/01/1990
241858,460519,10/01/1990
241858,463095,10/01/1990
241858,463582,10/01/1990
241858,463677,10/01/1990
241858,482521,10/01/1990
241858,483575,10/01/1990
241858,485589,10/01/1990
241858,523555,10/01/1990
241858,552822,10/01/1990
241858,574298,10/01/1990
241858,589448,10/01/1990
241858,591862,10/01/1990
241858,599346,10/01/1990
241858,608868,10/01/1990
241858,613115,10/01/1990
241858,667915,10/01/1990
241858,668296,10/01/1990
241858,668300,10/01/1990
241858,670018,10/01/1990
241858,679391,10/01/1990
241858,679392,10/01/1990
241863,184530,10/01/1990
241863,411786,10/01/1990
241863,411891,10/01/1990
241863,426158,10/01/1990
241863,433872,10/01/1990
241868,178713,10/01/1990
241868,412835,10/01/1990
241868,413205,10/01/1990
241868,417181,10/01/1990
241868,418207,10/01/1990
241868,419110,10/01/1990
241868,419370,10/01/1990
241868,420184,10/01/1990
241868,422996,10/01/1990
241868,428893,10/01/1990
241868,481053,10/01/1990
241868,592565,10/01/1990
241869,178763,10/01/1990
241869,411757,10/01/1990
241869,417053,10/01/1990
241869,417708,10/01/1990
241869,419913,10/01/1990
241869,420226,10/01/1990
241869,424132,10/01/1990
241869,428773,10/01/1990
241869,432121,10/01/1990
241869,434343,10/01/1990
241869,463220,10/01/1990
241869,463790,10/01/1990
241869,485000,10/01/1990
241869,646013,10/01/1990
241875,432934,10/01/1990
241876,430682,10/01/1990
241878,415831,10/01/1990
241881,610327,10/01/1990
241885,178713,10/01/1990
241885,412835,10/01/1990
241885,413205,10/01/1990
241885,417181,10/01/1990
241885,418207,10/01/1990
241885,419110,10/01/1990
241885,419370,10/01/1990
241885,420184,10/01/1990
241885,422996,10/01/1990
241885,428893,10/01/1990
241885,481053,10/01/1990
241885,592565,10/01/1990
241887,421418,10/01/1990
241899,418800,10/01/1990
241899,428591,10/01/1990
241900,180206,10/01/1990
241900,237493,10/01/1990
241900,435063,10/01/1990
241900,439308,10/01/1990
241900,574306,10/01/1990
241900,616611,10/01/1990
241902,444360,10/01/1990
241902,533282,10/01/1990
241904,182377,10/01/1990
241904,184218,10/01/1990
241904,415685,10/01/1990
241905,75075,10/01/1990
241905,203335,10/01/1990
241905,412556,10/01/1990
241905,416520,10/01/1990
241905,421861,10/01/1990
241905,426229,10/01/1990
241905,432005,10/01/1990
241905,449857,10/01/1990
241905,460486,10/01/1990
241905,463575,10/01/1990
241905,522039,10/01/1990
241905,706351,10/01/1990
241907,434241,10/01/1990
241907,478847,10/01/1990
241910,412640,10/01/1990
241910,418498,10/01/1990
241910,432025,10/01/1990
241912,176496,10/01/1990
241912,180203,10/01/1990
241912,411984,10/01/1990
241912,412771,10/01/1990
241912,419114,10/01/1990
241912,420324,10/01/1990
241912,427960,10/01/1990
241912,441123,10/01/1990
241912,443160,10/01/1990
241912,462278,10/01/1990
241912,478770,10/01/1990
241912,482572,10/01/1990
241912,584091,10/01/1990
241912,592706,10/01/1990
241912,641010,10/01/1990
241912,667140,10/01/1990
241912,706407,10/01/1990
241912,717068,10/01/1990
241912,718220,10/01/1990
241915,490376,10/01/1990
241916,463031,10/01/1990
241918,444360,10/01/1990
241918,533282,10/01/1990
241922,416297,10/01/1990
241922,422336,10/01/1990
241922,449825,10/01/1990
241922,576226,10/01/1990
241922,576229,10/01/1990
241924,181594,10/01/1990
241926,415892,10/01/1990
241926,440235,10/01/1990
241926,461121,10/01/1990
241927,441564,10/01/1990
241927,456769,10/01/1990
241927,558169,10/01/1990
241931,416601,10/01/1990
241931,419389,10/01/1990
241931,479413,10/01/1990
241934,412971,10/01/1990
241934,459316,10/01/1990
241935,485198,10/01/1990
241936,180585,10/01/1990
241936,182609,10/01/1990
241936,184473,10/01/1990
241936,184545,10/01/1990
241936,440352,10/01/1990
241936,552946,10/01/1990
241936,602498,10/01/1990
241938,184530,10/01/1990
241938,411786,10/01/1990
241938,411891,10/01/1990
241938,426158,10/01/1990
241938,433872,10/01/1990
241940,183352,10/01/1990
241940,183444,10/01/1990
241940,184428,10/01/1990
241940,186072,10/01/1990
241940,251301,10/01/1990
241940,413140,10/01/1990
241940,415650,10/01/1990
241940,419321,10/01/1990
241940,419698,10/01/1990
241940,433435,10/01/1990
241940,439615,10/01/1990
241940,559323,10/01/1990
241940,645008,10/01/1990
241940,727480,10/01/1990
241941,184446,10/01/1990
241941,425474,10/01/1990
241941,613193,10/01/1990
241944,417034,10/01/1990
241944,487295,10/01/1990
241944,519927,10/01/1990
241945,184530,10/01/1990
241945,411786,10/01/1990
241945,411891,10/01/1990
241945,426158,10/01/1990
241945,433872,10/01/1990
241946,412738,10/01/1990
241946,416284,10/01/1990
241950,441564,10/01/1990
241950,456769,10/01/1990
241950,558169,10/01/1990
241953,115482,10/01/1990
241953,115487,10/01/1990
241953,178908,10/01/1990
241953,178952,10/01/1990
241953,179145,10/01/1990
241953,179183,10/01/1990
241953,182209,10/01/1990
241953,182272,10/01/1990
241953,182279,10/01/1990
241953,182298,10/01/1990
241953,182299,10/01/1990
241953,182337,10/01/1990
241953,182585,10/01/1990
241953,182587,10/01/1990
241953,184933,10/01/1990
241953,189149,10/01/1990
241953,189185,10/01/1990
241953,251305,10/01/1990
241953,412557,10/01/1990
241953,412792,10/01/1990
241953,412897,10/01/1990
241953,415911,10/01/1990
241953,416366,10/01/1990
241953,416633,10/01/1990
241953,416913,10/01/1990
241953,417390,10/01/1990
241953,417868,10/01/1990
241953,418191,10/01/1990
241953,418206,10/01/1990
241953,418429,10/01/1990
241953,418573,10/01/1990
241953,418708,10/01/1990
241953,418718,10/01/1990
241953,418813,10/01/1990
241953,419095,10/01/1990
241953,419610,10/01/1990
241953,419943,10/01/1990
241953,420397,10/01/1990
241953,420399,10/01/1990
241953,420848,10/01/1990
241953,421105,10/01/1990
241953,421550,10/01/1990
241953,421700,10/01/1990
241953,422355,10/01/1990
241953,422403,10/01/1990
241953,422663,10/01/1990
241953,422672,10/01/1990
241953,422925,10/01/1990
241953,423264,10/01/1990
241953,423914,10/01/1990
241953,425006,10/01/1990
241953,425014,10/01/1990
